array,label,row,col,x,y,Power_uW,crop_file
289 25 CB,D24,12,4,1518,2571,19.097,289 25 CB\D24_19.097uW.png
289 25 CB,Q27,13,16,3367,2666,10.801,289 25 CB\Q27_10.801uW.png
289 25 CB,W27,13,22,4225,2599,36.384,289 25 CB\W27_36.384uW.png
289 25 CB,D28,14,4,1540,2877,34.79,289 25 CB\D28_34.79uW.png
289 25 CB,F28,14,6,1835,2844,36.877,289 25 CB\F28_36.877uW.png
289 25 CB,J28,14,10,2390,2810,22.022,289 25 CB\J28_22.022uW.png
289 25 CB,P28,14,15,3249,2763,35.926,289 25 CB\P28_35.926uW.png
289 25 CB,I31,15,9,2264,3093,23.244,289 25 CB\I31_23.244uW.png
289 25 CB,V30,15,21,4100,2846,36.257,289 25 CB\V30_36.257uW.png
289 25 CB,B32,16,2,1291,3232,5.483,289 25 CB\B32_5.483uW.png
289 25 CB,F32,16,6,1845,3168,40.703,289 25 CB\F32_40.703uW.png
289 25 CB,K33,16,11,2569,3208,37.554,289 25 CB\K33_37.554uW.png
289 25 CB,S33,16,18,3684,3132,37.428,289 25 CB\S33_37.428uW.png
289 25 CB,W33,16,22,4248,3094,42.287,289 25 CB\W33_42.287uW.png
289 32 CA,B2,1,2,633,432,16.1,289 32 CA\B2_16.1uW.png
289 32 CA,E1,1,5,1145,318,43.039,289 32 CA\E1_43.039uW.png
289 32 CA,G1,1,7,1492,318,43.379,289 32 CA\G1_43.379uW.png
289 32 CA,K1,1,11,2159,305,22.673,289 32 CA\K1_22.673uW.png
289 32 CA,R2,1,17,3355,391,12.442,289 32 CA\R2_12.442uW.png
289 32 CA,V2,1,21,4033,358,41.392,289 32 CA\V2_41.392uW.png
289 32 CA,X2,1,23,4392,359,43.97,289 32 CA\X2_43.97uW.png
289 32 CA,O5,3,14,2859,695,43.666,289 32 CA\O5_43.666uW.png
289 32 CA,Q5,3,16,3191,697,17.374,289 32 CA\Q5_17.374uW.png
289 32 CA,W5,3,22,4210,690,19.102,289 32 CA\W5_19.102uW.png
289 32 CA,C7,4,3,819,947,19.125,289 32 CA\C7_19.125uW.png
289 32 CA,J8,4,10,2002,998,44.015,289 32 CA\J8_44.015uW.png
289 32 CA,A13,7,1,486,1521,13.988,289 32 CA\A13_13.988uW.png
289 32 CA,E13,7,5,1164,1506,24.014,289 32 CA\E13_24.014uW.png
289 32 CA,G13,7,7,1492,1499,17.819,289 32 CA\G13_17.819uW.png
289 32 CA,K13,7,11,2195,1475,37.268,289 32 CA\K13_37.268uW.png
289 32 CA,O13,7,14,2857,1463,7.791,289 32 CA\O13_7.791uW.png
289 32 CA,U13,7,20,3880,1445,43.362,289 32 CA\U13_43.362uW.png
289 32 CA,X14,7,23,4407,1539,9.733,289 32 CA\X14_9.733uW.png
289 32 CA,S15,8,18,3546,1660,43.773,289 32 CA\S15_43.773uW.png
289 32 CA,E19,9,5,1175,2093,42.422,289 32 CA\E19_42.422uW.png
289 32 CA,Y19,9,24,4579,2038,7.625,289 32 CA\Y19_7.625uW.png
289 32 CA,A21,10,1,493,2300,15.115,289 32 CA\A21_15.115uW.png
289 32 CA,G21,10,7,1517,2284,18.857,289 32 CA\G21_18.857uW.png
289 32 CA,K21,10,11,2190,2263,16.236,289 32 CA\K21_16.236uW.png
289 32 CA,O21,10,14,2873,2263,15.649,289 32 CA\O21_15.649uW.png
289 32 CA,S21,10,18,3554,2243,19.407,289 32 CA\S21_19.407uW.png
289 32 CA,U21,10,20,3895,2240,15.89,289 32 CA\U21_15.89uW.png
289 32 CA,C27,13,3,846,2896,45.152,289 32 CA\C27_45.152uW.png
289 32 CA,I27,13,9,1860,2876,23.727,289 32 CA\I27_23.727uW.png
289 32 CA,X26,13,23,4416,2726,29.669,289 32 CA\X26_29.669uW.png
289 32 CA,P28,14,15,3075,2937,43.299,289 32 CA\P28_43.299uW.png
289 32 CA,X30,15,23,4425,3121,15.523,289 32 CA\X30_15.523uW.png
289 32 CA,B32,16,2,680,3383,23.568,289 32 CA\B32_23.568uW.png
289 32 CA,E33,16,5,1193,3469,12.452,289 32 CA\E33_12.452uW.png
289 32 CA,G33,16,7,1533,3463,9.348,289 32 CA\G33_9.348uW.png
289 32 CA,K33,16,11,2215,3455,11.867,289 32 CA\K33_11.867uW.png
289 32 CA,O33,16,14,2913,3432,8.514,289 32 CA\O33_8.514uW.png
289 32 CA,S33,16,18,3577,3431,19.047,289 32 CA\S33_19.047uW.png
289 32 CA,T32,16,19,3762,3315,14.92,289 32 CA\T32_14.92uW.png
289 35 CA,B2,1,2,466,701,41.867,289 35 CA\B2_41.867uW.png
289 35 CA,O1,1,14,2675,576,11.008,289 35 CA\O1_11.008uW.png
289 35 CA,R2,1,17,3186,657,35.215,289 35 CA\R2_35.215uW.png
289 35 CA,U1,1,20,3688,550,35.506,289 35 CA\U1_35.506uW.png
289 35 CA,X2,1,23,4200,644,3.663,289 35 CA\X2_3.663uW.png
289 35 CA,B4,2,2,470,891,34.855,289 35 CA\B4_34.855uW.png
289 35 CA,X6,3,23,4219,1030,0.838,289 35 CA\X6_0.838uW.png
289 35 CA,E7,4,5,987,1171,32.954,289 35 CA\E7_32.954uW.png
289 35 CA,G7,4,7,1319,1181,40.971,289 35 CA\G7_40.971uW.png
289 35 CA,G9,5,7,1325,1380,31.406,289 35 CA\G9_31.406uW.png
289 35 CA,P10,5,15,2859,1452,3.014,289 35 CA\P10_3.014uW.png
289 35 CA,A11,6,1,311,1592,34.148,289 35 CA\A11_34.148uW.png
289 35 CA,G11,6,7,1337,1563,35.161,289 35 CA\G11_35.161uW.png
289 35 CA,I11,6,9,1666,1570,3.666,289 35 CA\I11_3.666uW.png
289 35 CA,V12,6,21,3879,1626,39.314,289 35 CA\V12_39.314uW.png
289 35 CA,F14,7,6,1163,1859,35.393,289 35 CA\F14_35.393uW.png
289 35 CA,K13,7,11,2009,1743,35.803,289 35 CA\K13_35.803uW.png
289 35 CA,O13,7,14,2697,1746,2.279,289 35 CA\O13_2.279uW.png
289 35 CA,R14,7,17,3206,1835,7.968,289 35 CA\R14_7.968uW.png
289 35 CA,Y13,7,24,4387,1722,36.185,289 35 CA\Y13_36.185uW.png
289 35 CA,C19,9,3,656,2372,14.266,289 35 CA\C19_14.266uW.png
289 35 CA,K21,10,11,2024,2540,37.404,289 35 CA\K21_37.404uW.png
289 35 CA,P20,10,15,2875,2417,35.733,289 35 CA\P20_35.733uW.png
289 35 CA,S21,10,18,3388,2521,3.29,289 35 CA\S21_3.29uW.png
289 35 CA,V20,10,21,3885,2413,38.584,289 35 CA\V20_38.584uW.png
289 35 CA,A23,11,1,321,2748,32.41,289 35 CA\A23_32.41uW.png
289 35 CA,K23,11,11,2036,2728,36.999,289 35 CA\K23_36.999uW.png
289 35 CA,X22,11,23,4226,2612,37.265,289 35 CA\X22_37.265uW.png
289 35 CA,S25,12,18,3391,2907,0.01,289 35 CA\S25_0.01uW.png
289 35 CA,B26,13,2,507,3043,34.052,289 35 CA\B26_34.052uW.png
289 35 CA,W27,13,22,4080,3102,38.217,289 35 CA\W27_38.217uW.png
289 35 CA,L28,14,12,2197,3206,37.035,289 35 CA\L28_37.035uW.png
289 35 CA,B30,15,2,503,3433,40.989,289 35 CA\B30_40.989uW.png
289 35 CA,D30,15,4,849,3437,0.001,289 35 CA\D30_0.001uW.png
289 35 CA,K31,15,11,2041,3511,39.52,289 35 CA\K31_39.52uW.png
289 35 CA,W31,15,22,4082,3507,1.925,289 35 CA\W31_1.925uW.png
289 35 CA,J32,16,10,1859,3616,31.057,289 35 CA\J32_31.057uW.png
289 35 CA,O33,16,14,2710,3699,36.184,289 35 CA\O33_36.184uW.png
289 35 CA,S33,16,18,3409,3683,36.342,289 35 CA\S33_36.342uW.png
289 35 CA,U33,16,20,3735,3678,6.149,289 35 CA\U33_6.149uW.png
289 42 CC,B2,1,2,955,604,7.032,289 42 CC\B2_7.032uW.png
289 42 CC,E1,1,5,1337,524,10.109,289 42 CC\E1_10.109uW.png
289 42 CC,H2,1,8,1705,592,4.653,289 42 CC\H2_4.653uW.png
289 42 CC,N2,1,13,2484,547,10.956,289 42 CC\N2_10.956uW.png
289 42 CC,R2,1,17,2986,562,6.79,289 42 CC\R2_6.79uW.png
289 42 CC,V2,1,21,3506,545,12.672,289 42 CC\V2_12.672uW.png
289 42 CC,K3,2,11,2092,658,12.134,289 42 CC\K3_12.134uW.png
289 42 CC,B6,3,2,960,882,8.767,289 42 CC\B6_8.767uW.png
289 42 CC,O5,3,14,2611,787,9.997,289 42 CC\O5_9.997uW.png
289 42 CC,V6,3,21,3491,837,6.349,289 42 CC\V6_6.349uW.png
289 42 CC,X6,3,23,3765,850,7.58,289 42 CC\X6_7.58uW.png
289 42 CC,J8,4,10,1964,1027,9.227,289 42 CC\J8_9.227uW.png
289 42 CC,B12,6,2,952,1320,37.358,289 42 CC\B12_37.358uW.png
289 42 CC,L12,6,12,2222,1301,5.282,289 42 CC\L12_5.282uW.png
289 42 CC,D14,7,4,1219,1472,20.624,289 42 CC\D14_20.624uW.png
289 42 CC,G13,7,7,1595,1391,11.897,289 42 CC\G13_11.897uW.png
289 42 CC,O13,7,14,2626,1366,10.591,289 42 CC\O13_10.591uW.png
289 42 CC,S13,7,18,3117,1371,6.521,289 42 CC\S13_6.521uW.png
289 42 CC,U13,7,20,3371,1354,17.269,289 42 CC\U13_17.269uW.png
289 42 CC,X14,7,23,3763,1437,10.456,289 42 CC\X14_10.456uW.png
289 42 CC,O19,9,14,2625,1812,10.302,289 42 CC\O19_10.302uW.png
289 42 CC,B20,10,2,959,1909,10.609,289 42 CC\B20_10.609uW.png
289 42 CC,E21,10,5,1350,1976,11.989,289 42 CC\E21_11.989uW.png
289 42 CC,G21,10,7,1608,1985,37.589,289 42 CC\G21_37.589uW.png
289 42 CC,J22,11,10,1985,2058,18.67,289 42 CC\J22_18.67uW.png
289 42 CC,T22,11,19,3274,2004,6.37,289 42 CC\T22_6.37uW.png
289 42 CC,V22,11,21,3530,2030,13.465,289 42 CC\V22_13.465uW.png
289 42 CC,Y23,11,24,3894,2096,7.795,289 42 CC\Y23_7.795uW.png
289 42 CC,B26,13,2,984,2370,11.316,289 42 CC\B26_11.316uW.png
289 42 CC,I27,13,9,1869,2439,18.679,289 42 CC\I27_18.679uW.png
289 42 CC,W27,13,22,3646,2411,19.81,289 42 CC\W27_19.81uW.png
289 42 CC,R28,14,17,3009,2463,14.104,289 42 CC\R28_14.104uW.png
289 42 CC,U31,15,20,3406,2698,7.79,289 42 CC\U31_7.79uW.png
289 42 CC,B32,16,2,987,2792,6.007,289 42 CC\B32_6.007uW.png
289 42 CC,F32,16,6,1489,2773,13.21,289 42 CC\F32_13.21uW.png
289 42 CC,H32,16,8,1755,2790,16.48,289 42 CC\H32_16.48uW.png
289 42 CC,J32,16,10,1993,2784,10.387,289 42 CC\J32_10.387uW.png
289 42 CC,O33,16,14,2639,2843,10.963,289 42 CC\O33_10.963uW.png
289 42 CC,S33,16,18,3155,2830,8.308,289 42 CC\S33_8.308uW.png
289 42 CC,X32,16,23,3778,2746,7.384,289 42 CC\X32_7.384uW.png
